"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"7","2018","31","Otros","10","11","116","116","0","0","116","116","11.764705882353"
"7","2018","31","Otros","12","35","34","54","29","51","63","105","3.5"
"7","2018","31","Otros","10","23","62","66","2","2","64","68","7"
"7","2018","31","Otros","11","36","504","873","91","121","595","994","5.1904761904762"
"7","2018","31","Otros","12","35","8","12","1","1","9","13","3.5"
"7","2018","31","Otros","11","36","17","46","0","0","17","46","5.1904761904762"
"7","2018","31","Otros","8","2","84","167","45","111","129","278","6.4285714285714"
"7","2018","31","Otros","9","30","46","146","0","0","46","146","2.3333333333333"
"7","2018","31","Otros","11","36","87","156","1","1","88","157","5.1904761904762"
"7","2018","31","Otros","6","10","11","13","0","0","11","13","3.8518518518518"
"7","2018","31","Otros","10","18","34","85","0","0","34","85","10.25"
"7","2018","31","Otros","7","27","18","22","5","5","23","27","4.8333333333333"
"7","2018","31","Otros","16","20","4","24","0","0","4","24","1"
"7","2018","31","Otros","9","22","35","60","0","0","35","60","7.6428571428571"
"7","2018","31","Otros","5","5","152","223","2","6","154","229","3.65625"
"7","2018","31","Otros","12","35","8","12","1","1","9","13","3.5"
"7","2018","31","Otros","10","11","30","59","0","0","30","59","11.764705882353"
"7","2018","31","Otros","10","11","3","34","0","0","3","34","11.764705882353"
"7","2018","24","Otros","5","9","24","53","3","3","27","56","4.0454545454545"
"7","2018","31","Otros","5","5","4","6","2","2","6","8","3.65625"
"7","2018","31","Otros","12","35","26","36","33","59","59","95","3.5"
"7","2018","31","Otros","7","38","128","258","12","28","140","286","2.75"
"7","2018","31","Hotel","12","35","1","1","0","0","1","1","1.7272727272727"
"7","2018","31","Otros","13","14","66","94","0","0","66","94","1"
"7","2018","31","Otros","5","5","3","5","0","0","3","5","3.65625"
"7","2018","31","Hotel","14","31","82","1223","396","5940","478","7163","1"
"7","2018","31","Hotel","14","31","114","1707","236","3528","350","5235","1"
"7","2018","31","Hotel","9","26","7","13","0","0","7","13","1.5"
"7","2018","31","Hotel","16","19","7","22","0","0","7","22","1"
"7","2018","31","Otros","16","19","36","69","1","2","37","71","10.263157894737"
"7","2018","31","Otros","9","30","57","71","0","0","57","71","2.3333333333333"
"7","2018","31","Otros","16","19","55","101","0","0","55","101","10.263157894737"
"7","2018","31","Otros","16","19","74","260","0","0","74","260","10.263157894737"
"7","2018","31","Otros","9","26","40","80","0","0","40","80","3.8888888888889"
"7","2018","31","Otros","16","40","1","1","0","0","1","1","28.142857142857"
"7","2018","31","Hotel","16","27","17","34","0","0","17","34","5.8571428571429"
"7","2018","31","Otros","16","19","11","11","0","0","11","11","10.263157894737"
"7","2018","31","Otros","16","19","88","164","0","0","88","164","10.263157894737"
"7","2018","31","","9","30","88","203","12","28","100","231","1"
"7","2018","31","Otros","16","19","6","8","0","0","6","8","10.263157894737"
"7","2018","31","Otros","10","11","6","13","0","0","6","13","11.764705882353"
"7","2018","31","Otros","11","36","25","25","0","0","25","25","5.1904761904762"
"7","2018","31","Otros","16","19","12","21","0","0","12","21","10.263157894737"
"7","2018","31","Otros","16","19","76","94","0","0","76","94","1.3333333333333"
"7","2018","31","Otros","16","19","29","43","0","0","29","43","10.263157894737"
"7","2018","31","Otros","10","18","26","62","12","36","38","98","10.25"
"7","2018","31","Otros","16","19","12","14","0","0","12","14","10.263157894737"
"7","2018","31","Otros","16","19","1","1","0","0","1","1","1.3333333333333"
"7","2018","31","","9","26","436","2118","0","0","436","2118","1"
"7","2018","31","Otros","16","19","26","32","0","0","26","32","10.263157894737"
"7","2018","31","Otros","16","19","36","46","0","0","36","46","10.263157894737"
"7","2018","31","Hotel","8","2","511","1577","217","984","728","2561","1"
"7","2018","31","Otros","6","10","80","118","0","0","80","118","3.8518518518518"
"7","2018","31","Otros","6","12","32","37","0","0","32","37","1.8256578947368"
"7","2018","31","Hotel","16","19","22","52","16","30","38","82","1"
"7","2018","31","Otros","3","7","22","22","76","76","98","98","2"
"7","2018","31","Hotel","2","6","833","2959","41","165","874","3124","1"
"7","2018","31","Hotel","3","4","305","541","37","74","342","615","2.6"
"7","2018","31","Hotel","16","40","1807","2921","507","832","2314","3753","1"
"7","2018","31","Otros","16","27","65","69","0","0","65","69","13.818181818182"
"7","2018","31","Hotel","6","28","214","375","0","0","214","375","2.4"
"7","2018","31","Hotel","8","34","3040","4215","230","424","3270","4639","1"
"7","2018","31","Otros","9","30","1","20","0","0","1","20","2.3333333333333"
"7","2018","31","Hotel","10","18","268","278","276","276","544","554","1"
"7","2018","31","Hotel","9","30","117","170","0","0","117","170","1"
"7","2018","31","Hotel","15","27","71","108","1","1","72","109","1"
"7","2018","31","Hotel","9","22","22","112","0","0","22","112","2.5555555555556"
"7","2018","31","Hotel","6","10","138","272","44","83","182","355","1"
"7","2018","0","","11","15","0","0","0","0","0","0","1"
"7","2018","31","Otros","6","12","5","5","0","0","5","5","1.8256578947368"
"7","2018","31","Hotel","15","27","30","930","0","0","30","930","1"
"7","2018","31","Otros","15","27","18","90","0","0","18","90","1.4222222222222"
"7","2018","31","Otros","15","27","38","38","0","0","38","38","1.4222222222222"
"7","2018","31","Otros","2","1","14","14","16","16","30","30","1"
"7","2018","31","Otros","12","24","4","4","0","0","4","4","9.2"
"7","2018","31","Otros","5","5","5","15","4","4","9","19","3.65625"
"7","2018","31","Hotel","7","27","161","239","19","19","180","258","1"
"7","2018","31","Otros","16","20","37","63","4","4","41","67","3.0769230769231"
"7","2018","31","","10","11","140","213","3","9","143","222","1"
"7","2018","31","Hotel","16","40","40","92","4","12","44","104","16.333333333333"
"7","2018","31","Otros","12","35","2","8","0","0","2","8","3.5"
"7","2018","31","Hotel","6","27","16","20","0","0","16","20","3"
"7","2018","31","Otros","5","5","3","4","0","0","3","4","3.65625"
"7","2018","31","Hotel","6","27","46","46","0","0","46","46","3"
"7","2018","31","Otros","6","25","57","57","0","0","57","57","2.3846153846154"
"7","2018","0","Hotel","15","27","0","0","0","0","0","0","1"
"7","2018","10","Otros","5","9","0","0","6","9","6","9","4.0454545454545"
"7","2018","31","Hotel","15","27","59","177","0","0","59","177","1"
"7","2018","31","Hotel","5","9","20","26","0","0","20","26","1"
"7","2018","31","Hotel","8","34","64","88","20","49","84","137","2.5714285714286"
"7","2018","0","Hotel","15","27","0","0","0","0","0","0","1"
"7","2018","31","Hotel","6","27","243","671","0","0","243","671","3"
"7","2018","31","Otros","6","27","52","168","0","0","52","168","1"
"7","2018","31","Otros","12","27","3","3","31","31","34","34","3.4285714285714"
"7","2018","31","Hotel","2","27","567","596","137","143","704","739","1"
"7","2018","31","Hotel","2","6","140","250","0","0","140","250","1"
"7","2018","31","Otros","2","6","51","51","0","0","51","51","1"
"7","2018","31","Hotel","4","39","123","123","0","0","123","123","1"
"7","2018","31","Hotel","6","10","562","728","42","42","604","770","1"
"7","2018","9","Otros","5","8","2","2","0","0","2","2","5"
"7","2018","0","Hotel","13","33","0","0","0","0","0","0","1"
"7","2018","31","Hotel","13","33","168","336","66","132","234","468","1"
"7","2018","31","Otros","11","32","135","338","2","2","137","340","2.2857142857143"
"7","2018","31","Hotel","9","26","123","184","41","87","164","271","1"
"7","2018","31","Hotel","16","20","43","56","2","2","45","58","1"
"7","2018","31","Otros","16","20","20","26","0","0","20","26","3.0769230769231"
"7","2018","31","","16","40","1262","3465","4","12","1266","3477","1"
"7","2018","31","Hotel","15","16","1694","3563","157","358","1851","3921","1"
"7","2018","31","Hotel","16","27","0","0","0","0","0","0","1"
"7","2018","31","Hotel","5","9","3","4","0","0","3","4","1"
"7","2018","31","Otros","7","38","77","128","4","10","81","138","2.75"
"7","2018","31","Otros","2","6","206","2997","0","0","206","2997","1"
"7","2018","31","Otros","2","6","148","1719","0","0","148","1719","1"
"7","2018","31","Hotel","15","27","394","1187","21","21","415","1208","1"
"7","2018","31","Otros","7","38","69","172","0","0","69","172","2.75"
"7","2018","31","Otros","2","1","9","27","8","23","17","50","1"
"7","2018","31","Otros","8","3","85","208","1","1","86","209","10"
"7","2018","31","Otros","11","36","35","35","0","0","35","35","5.1904761904762"
"7","2018","31","Otros","16","20","50","126","0","0","50","126","3.0769230769231"
"7","2018","31","Otros","8","3","475","702","0","0","475","702","1"
"7","2018","31","Otros","4","39","82","135","0","0","82","135","2.2222222222222"
"7","2018","31","Otros","5","5","7","16","0","0","7","16","3.65625"
"7","2018","31","Otros","12","27","3","8","2","2","5","10","3.4285714285714"
"7","2018","31","Otros","7","27","18","105","0","0","18","105","1"
"7","2018","31","Hotel","2","6","399","808","17","28","416","836","1"
"7","2018","31","Hotel","14","27","313","708","113","273","426","981","1"
"7","2018","31","Hotel","16","19","665","1249","0","0","665","1249","1"
"7","2018","31","","2","1","10","150","0","0","10","150","1"
"7","2018","31","Hotel","2","27","67","123","17","24","84","147","1"
"7","2018","31","Otros","16","20","27","34","0","0","27","34","1"
"7","2018","0","Otros","13","14","0","0","0","0","0","0","1"
"7","2018","31","Hotel","11","36","155","206","0","0","155","206","2.375"
"7","2018","31","Otros","13","14","2","2","0","0","2","2","7.3846153846154"
"7","2018","31","Otros","12","27","14","36","0","0","14","36","3.4285714285714"
"7","2018","31","Hotel","2","6","477","598","7","9","484","607","2.2"
"7","2018","31","Otros","2","6","645","1729","0","0","645","1729","1"
"7","2018","31","Otros","10","27","3","93","0","0","3","93","4.84"
"7","2018","31","Otros","12","27","5","5","6","7","11","12","3.4285714285714"
"7","2018","31","Otros","13","14","53","53","0","0","53","53","7.3846153846154"
"7","2018","31","Otros","6","12","163","230","36","50","199","280","1.8256578947368"
"7","2018","31","Otros","2","6","2240","2240","84","88","2324","2328","1"
"7","2018","31","Hotel","12","35","19","19","0","0","19","19","1.7272727272727"
"7","2018","31","Otros","5","5","16","45","0","0","16","45","3.65625"
"7","2018","31","Otros","9","30","0","0","2","62","2","62","2.3333333333333"
"7","2018","0","Hotel","8","2","0","0","0","0","0","0","1"
"7","2018","31","Otros","9","30","5","109","0","0","5","109","2.3333333333333"
"7","2018","31","Hotel","15","27","127","153","0","0","127","153","1"
"7","2018","31","Hotel","3","7","43","43","2","2","45","45","1"
"7","2018","31","Otros","6","12","453","707","0","0","453","707","1.8256578947368"
"7","2018","31","Otros","12","27","30","53","0","0","30","53","3.4285714285714"
"7","2018","31","Otros","2","6","12","52","0","0","12","52","5"
"7","2018","31","Otros","6","27","2","3","0","0","2","3","3.960088691796"
"7","2018","0","Hotel","10","11","0","0","0","0","0","0","1"
"7","2018","31","Otros","2","1","5","23","0","0","5","23","1"
"7","2018","31","Otros","11","36","40","98","0","0","40","98","5.1904761904762"
"7","2018","31","Hotel","11","32","0","0","0","0","0","0","1"
"7","2018","31","Otros","2","27","12","12","0","0","12","12","1"
"7","2018","31","Otros","12","27","8","24","0","0","8","24","3.4285714285714"
"7","2018","31","Hotel","8","2","61","203","0","0","61","203","3"
"7","2018","31","Hotel","16","20","36","46","0","0","36","46","1"
"7","2018","31","Otros","12","35","32","60","12","16","44","76","3.5"
"7","2018","31","Otros","13","14","19","32","0","0","19","32","1"
"7","2018","31","Otros","2","27","73","87","0","0","73","87","3.2"
"7","2018","31","Hotel","6","27","18","18","0","0","18","18","3"
"7","2018","31","Hotel","8","3","90","182","21","53","111","235","4.1111111111111"
"7","2018","31","Hotel","15","27","45","74","21","77","66","151","1"
"7","2018","31","Otros","8","3","25","57","2","2","27","59","10"
"7","2018","0","Hotel","16","20","0","0","0","0","0","0","1"
"7","2018","31","Hotel","6","28","52","66","0","0","52","66","2.4"
"7","2018","31","Otros","2","1","82","217","26","53","108","270","5.5"
"7","2018","31","Hotel","11","36","105","220","42","85","147","305","2.375"
"7","2018","31","Otros","4","13","65","205","0","0","65","205","1"
"7","2018","31","Otros","2","6","174","1218","0","0","174","1218","1"
"7","2018","31","Otros","8","34","76","115","33","62","109","177","5.75"
"7","2018","31","Hotel","11","15","0","0","0","0","0","0","1"
"7","2018","31","Otros","15","27","6","6","0","0","6","6","1.4222222222222"
"7","2018","31","Hotel","13","14","130","246","0","0","130","246","1"
"7","2018","31","Hotel","13","14","164","348","8","15","172","363","1"
"7","2018","0","Hotel","9","30","0","0","0","0","0","0","1"
"7","2018","31","Hotel","4","13","267","456","6","10","273","466","5.4"
"7","2018","31","Otros","6","27","8","22","0","0","8","22","3.960088691796"
"7","2018","0","Hotel","15","27","0","0","0","0","0","0","1"
"7","2018","31","Hotel","2","29","16","44","67","197","83","241","2"
"7","2018","31","Hotel","13","33","11","18","0","0","11","18","2"
"7","2018","31","Hotel","12","35","51","79","25","46","76","125","1.7272727272727"
"7","2018","31","Hotel","13","14","108","324","5","11","113","335","1"
"7","2018","31","Otros","6","25","39","48","0","0","39","48","2.3846153846154"
"7","2018","31","Hotel","8","2","39","70","0","0","39","70","3"
"7","2018","31","Otros","4","39","7","7","0","0","7","7","2.2222222222222"
"7","2018","31","Otros","6","12","173","285","3","3","176","288","1.8256578947368"
"7","2018","31","Otros","13","33","81","138","2","4","83","142","5.125"
"7","2018","31","Hotel","4","13","101","225","5","17","106","242","5.4"
"7","2018","31","Hotel","7","27","213","370","13","53","226","423","4.1666666666667"
"7","2018","31","Hotel","4","13","623","1792","95","1213","718","3005","1"
"7","2018","0","","5","8","0","0","0","0","0","0","1"
"7","2018","31","Otros","8","2","179","412","16","28","195","440","6.4285714285714"
"7","2018","31","Otros","2","6","2","2","0","0","2","2","1"
"7","2018","31","","6","10","170","428","0","0","170","428","1"
"7","2018","31","Hotel","2","29","25","70","5","16","30","86","2"
"7","2018","31","","14","31","239","464","426","1708","665","2172","1"
"7","2018","31","Hotel","16","27","5712","17136","0","0","5712","17136","1"
"7","2018","31","Hotel","12","35","92","151","46","67","138","218","1.7272727272727"
"7","2018","31","","12","35","9","19","69","142","78","161","1"
"7","2018","31","","9","26","125","212","13","16","138","228","1"
"7","2018","31","Otros","11","32","242","268","0","0","242","268","2.2857142857143"
"7","2018","31","Otros","12","24","25","78","29","42","54","120","9.2"
"7","2018","31","Hotel","6","25","34","36","2","4","36","40","1"
"7","2018","31","Otros","11","32","39","39","0","0","39","39","2.2857142857143"
"7","2018","31","Hotel","16","19","32","36","0","0","32","36","4"
"7","2018","31","Otros","13","33","17","23","2","2","19","25","5.125"
"7","2018","31","Otros","16","27","26","79","0","0","26","79","13.818181818182"
"7","2018","31","Otros","6","12","49","62","0","0","49","62","1.8256578947368"
"7","2018","31","Otros","2","29","31","93","4","10","35","103","3.28"
"7","2018","31","Hotel","14","27","323","413","58","90","381","503","1"
"7","2018","31","Otros","2","1","154","2156","0","0","154","2156","1"
"7","2018","31","Otros","11","32","24","24","0","0","24","24","2.2857142857143"
